Ubigeo;Departamento;Provincia;Distrito;Indicador;Unidad de medida;Anio 2012;Anio 2013;Anio 2014;Anio 2015;Anio 2016;Anio 2017;Anio 2018;Anio 2019;Anio 2020;Anio 2021;Anio 2022;Anio 2023
190304;PASCO;OXAPAMPA;PALCAZU;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2852;2852;3009;3130;3354;3498;3360;3564;3666;3770;;3686
190305;PASCO;OXAPAMPA;POZUZO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1693;1802;1892;1865;1937;1845;1926;1841;1854;1797;;1782
190306;PASCO;OXAPAMPA;PUERTO BERMUDEZ;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;8280;7464;7572;8113;8208;8791;9274;9639;9783;10119;;10503
190307;PASCO;OXAPAMPA;VILLA RICA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;5612;5883;5998;5919;5894;5900;5897;5798;5977;6101;;6159
190101;PASCO;PASCO;CHAUPIMARCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;10708;10489;10087;9883;9578;9210;8995;8989;9133;9000;;8563
190102;PASCO;PASCO;HUACHON;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1212;1167;1161;1211;1152;1227;1262;1198;1267;1301;;1212
190103;PASCO;PASCO;HUARIACA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2631;2534;2409;2405;2367;2498;2509;2588;2732;2757;;2578
190104;PASCO;PASCO;HUAYLLAY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2975;2876;2595;2603;2702;2811;3013;2922;2972;2975;;2651
190105;PASCO;PASCO;NINACACA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1520;1684;1288;1259;1236;1195;1191;1224;1287;1344;;1222
190106;PASCO;PASCO;PALLANCHACRA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;598;544;498;450;444;465;450;464;543;567;;502
190107;PASCO;PASCO;PAUCARTAMBO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4056;3927;3522;3483;3490;3692;3576;3669;3782;3876;;3685
190108;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1051;939;864;871;909;876;856;824;947;1014;;926
190109;PASCO;PASCO;SIMON BOLIVAR;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3142;3237;3100;3000;3097;3169;3109;3168;3258;3317;;3198
190110;PASCO;PASCO;TICLACAYAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1050;1031;890;875;886;908;870;930;934;967;;957
190111;PASCO;PASCO;TINYAHUARCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1618;1583;1539;1470;1507;1543;1556;1547;1671;1666;;1602
190112;PASCO;PASCO;VICCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;836;822;755;739;740;752;740;721;789;827;;801
190113;PASCO;PASCO;YANACANCHA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;9906;9927;9264;8928;9343;9673;9494;9785;10337;11171;;10673
200201;PIURA;AYABACA;AYABACA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;12266;12686;12986;12986;12687;12384;12011;12014;11717;11940;;11134
200202;PIURA;AYABACA;FRIAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;8302;8456;8582;8660;8508;8337;8028;7918;7898;7855;;7443
200203;PIURA;AYABACA;JILILI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;850;878;870;769;776;767;743;759;757;775;;766
200204;PIURA;AYABACA;LAGUNAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2148;2213;2229;2264;2210;2208;2207;2212;2182;2178;;2201
200205;PIURA;AYABACA;MONTERO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1930;1923;1910;1936;1911;1859;1904;1927;1963;1988;;1853
200206;PIURA;AYABACA;PACAIPAMPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;8520;8508;8593;8644;8711;8918;8905;9186;9025;9008;;9078
200207;PIURA;AYABACA;PAIMAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2961;3067;3166;3234;3292;3357;3357;3406;3394;3511;;3352
200208;PIURA;AYABACA;SAPILLICA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3730;3923;4032;4201;4371;4355;4479;4586;4564;4591;;4571
200209;PIURA;AYABACA;SICCHEZ;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;503;457;437;432;420;416;389;395;382;392;;341
200210;PIURA;AYABACA;SUYO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3721;3670;3713;3839;3658;3887;3903;3974;3975;4052;;3790
200302;PIURA;HUANCABAMBA;CANCHAQUE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2093;2391;2335;2314;2343;2259;2176;2318;2312;2407;;2334
200303;PIURA;HUANCABAMBA;EL CARMEN DE LA FRONTERA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3966;4189;4270;4205;4178;4123;4047;4012;4015;3977;;3786
200301;PIURA;HUANCABAMBA;HUANCABAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;9591;9924;9889;10028;9872;9726;9640;9693;9769;9909;;9755
200304;PIURA;HUANCABAMBA;HUARMACA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;13412;14000;13928;13800;13729;13355;13496;13503;13619;13920;;13450
200305;PIURA;HUANCABAMBA;LALAQUIZ;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1514;1462;1481;1348;1314;1316;1232;1198;1230;1193;;1268
200306;PIURA;HUANCABAMBA;SAN MIGUEL DE EL FAIQUE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2563;3499;3197;3085;3083;3085;3064;3270;3392;3583;;3327
200307;PIURA;HUANCABAMBA;SONDOR;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2572;2758;2789;2761;2698;2663;2604;2511;2443;2444;;2369
200308;PIURA;HUANCABAMBA;SONDORILLO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3335;3354;3396;3478;3501;3518;3517;3499;3546;3632;;3450
200402;PIURA;MORROPON;BUENOS AIRES;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2018;2083;2085;2155;2399;2352;2370;2407;2399;2483;;2533
200403;PIURA;MORROPON;CHALACO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2915;2991;2880;2843;2882;2781;2752;2727;2656;2657;;2401
200401;PIURA;MORROPON;CHULUCANAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;21307;22206;22528;23574;24149;24625;24814;25431;26279;26783;;29129
200404;PIURA;MORROPON;LA MATANZA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3751;3859;3977;4015;4143;4303;4425;4730;4951;5299;;5327
200405;PIURA;MORROPON;MORROPON;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3734;3761;3698;3691;3707;3732;3901;4009;4119;4249;;4179
200406;PIURA;MORROPON;SALITRAL;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2487;2369;2475;2450;2605;2646;2736;2813;2951;3022;;3147
200407;PIURA;MORROPON;SAN JUAN DE BIGOTE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2133;2112;2113;2059;2132;2075;2110;2112;2124;2209;;2325
200408;PIURA;MORROPON;SANTA CATALINA DE MOSSA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1198;1098;1094;1093;1079;1052;1025;995;1028;1051;;997
200409;PIURA;MORROPON;SANTO DOMINGO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2091;2019;1900;1914;1899;1848;1843;1793;1794;1811;;1644
200410;PIURA;MORROPON;YAMANGO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2706;2760;2826;2799;2756;2637;2573;2521;2548;2493;;2348
200502;PIURA;PAITA;AMOTAPE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;570;574;557;624;615;669;686;745;752;784;;849
200503;PIURA;PAITA;ARENAL;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;260;250;246;251;282;289;286;280;313;323;;288
200504;PIURA;PAITA;COLAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2911;3129;3302;3366;3596;3876;4008;4262;4343;4566;;4701
200505;PIURA;PAITA;LA HUACA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2991;3199;3303;3357;3582;3584;3642;3779;3852;3970;;4009
200501;PIURA;PAITA;PAITA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;18262;24227;24639;25993;25573;26941;27249;28739;29078;29503;;31613
200506;PIURA;PAITA;TAMARINDO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;959;1007;1109;1128;1146;1189;1220;1256;1268;1289;;1358
200507;PIURA;PAITA;VICHAYAL;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;981;1298;1347;1400;1394;1472;1587;1667;1774;1894;;1941
200104;PIURA;PIURA;CASTILLA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;35695;40247;39944;40997;40723;41509;44131;43751;45019;46760;;50336
200105;PIURA;PIURA;CATACAOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;16782;18602;18408;19127;19112;18579;20301;20876;21796;21929;;23116
200107;PIURA;PIURA;CURA MORI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4835;5158;5800;4823;5225;5464;5382;5588;5844;6188;;6310
200108;PIURA;PIURA;EL TALLAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1406;1493;1603;1702;1765;1846;1805;1842;1883;1958;;2039
200109;PIURA;PIURA;LA ARENA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;9636;10464;10687;10993;11428;11380;11655;12497;12378;12714;;13085
200111;PIURA;PIURA;LAS LOMAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;8293;8248;8376;8855;8840;8930;8908;9108;9013;9621;;9571
200110;PIURA;PIURA;LA UNION;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;12926;13305;13828;13988;14268;14452;15660;16078;16064;16188;;17684
200101;PIURA;PIURA;PIURA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;80440;90802;65798;67792;66678;65436;68737;70872;67620;66553;;75478
200114;PIURA;PIURA;TAMBO GRANDE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;25682;27042;28610;29844;31590;33166;34158;34637;35394;37573;;38321
200115;PIURA;PIURA;VEINTISEIS DE OCTUBRE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;;;;23019;23732;24575;25581;27605;29153;30764;;32074
200802;PIURA;SECHURA;BELLAVISTA DE LA UNION;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;923;947;921;915;1072;1125;1151;1197;1287;1321;;1312
200803;PIURA;SECHURA;BERNAL;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1769;1812;1893;1964;2042;2066;2160;2280;2324;2388;;2455
200804;PIURA;SECHURA;CRISTO NOS VALGA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;790;912;946;995;1060;1097;1147;1159;1283;1346;;1274
200806;PIURA;SECHURA;RINCONADA LLICUAR;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;637;633;648;715;756;773;756;767;804;808;;839
200801;PIURA;SECHURA;SECHURA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;11260;11722;12946;13232;14040;14870;15132;15896;16564;16658;;17409
200805;PIURA;SECHURA;VICE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3587;3805;4145;4282;4640;4951;4928;5036;5203;5321;;5411
200602;PIURA;SULLANA;BELLAVISTA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;7187;7347;7169;7226;7264;7683;7925;8184;8803;8238;;8463
200603;PIURA;SULLANA;IGNACIO ESCUDERO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4831;5117;5275;5621;5833;5915;5919;5869;5931;6060;;6201
200604;PIURA;SULLANA;LANCONES;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2994;3138;3117;3210;3343;3452;3564;3626;3641;3773;;3812
200605;PIURA;SULLANA;MARCAVELICA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;6369;6664;6566;6831;6908;7258;7378;7521;7646;7873;;7908
200606;PIURA;SULLANA;MIGUEL CHECA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1804;1737;1720;1847;1933;2071;2150;2245;2270;2371;;2473
200607;PIURA;SULLANA;QUERECOTILLO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;6260;6554;6416;6567;6742;7038;7231;7564;7566;8071;;8037
200608;PIURA;SULLANA;SALITRAL;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1504;1534;1561;1571;1650;1671;1694;1763;1810;1792;;1783
200601;PIURA;SULLANA;SULLANA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;53602;55749;55338;55962;57375;57570;57889;59598;59269;58947;;61300
200702;PIURA;TALARA;EL ALTO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2132;2191;2186;2140;2256;2360;2356;2421;2558;2566;;2511
200703;PIURA;TALARA;LA BREA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3186;3205;3318;3348;3506;3730;3728;3618;3971;3982;;4045
200704;PIURA;TALARA;LOBITOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;234;253;247;283;285;358;372;348;368;378;;354
200705;PIURA;TALARA;LOS ORGANOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2756;2816;2913;3026;3094;3059;3180;3209;3245;3292;;3500
200706;PIURA;TALARA;MANCORA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2998;3603;3307;3460;3559;3749;3982;4213;4485;4625;;4938
200701;PIURA;TALARA;PARIÑAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;25865;26911;27253;27131;27554;27124;28274;29418;30251;30021;;31881
210202;PUNO;AZANGARO;ACHAYA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;754;765;676;649;613;584;563;544;561;575;;548
210203;PUNO;AZANGARO;ARAPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2273;2348;2009;1918;1811;1638;1530;1491;1529;1534;;1452
210204;PUNO;AZANGARO;ASILLO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;5085;5654;5199;4931;4686;4395;4185;4095;3946;3923;;3556
210201;PUNO;AZANGARO;AZANGARO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;11111;12630;12122;11953;11880;11569;11311;11528;11550;11377;;11321
210205;PUNO;AZANGARO;CAMINACA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1116;1096;992;954;912;835;785;760;762;773;;706
210206;PUNO;AZANGARO;CHUPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2120;2055;1896;1834;1763;1637;1527;1450;1473;1506;;1342
210207;PUNO;AZANGARO;JOSE DOMINGO CHOQUEHUANCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1446;1633;1501;1501;1466;1412;1348;1347;1374;1369;;1594
210208;PUNO;AZANGARO;MUÑANI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2141;2275;2241;2226;2108;1986;1965;1953;1995;2046;;1854
210209;PUNO;AZANGARO;POTONI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1250;1224;1250;1217;1205;1200;1121;1105;1178;1117;;1102
210210;PUNO;AZANGARO;SAMAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3414;3462;3075;2861;2706;2616;2540;2461;2466;2500;;2237
210211;PUNO;AZANGARO;SAN ANTON;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2312;2373;2312;2402;2192;2175;2103;2121;2077;2252;;2083
210212;PUNO;AZANGARO;SAN JOSE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1502;1546;1372;1331;1246;1134;1066;1003;1004;978;;1011
210213;PUNO;AZANGARO;SAN JUAN DE SALINAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;760;926;673;625;586;531;504;459;497;458;;407
210214;PUNO;AZANGARO;SANTIAGO DE PUPUJA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1251;1178;1033;992;891;815;777;725;749;718;;633
210215;PUNO;AZANGARO;TIRAPATA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;889;974;881;880;824;797;751;738;718;722;;641
210302;PUNO;CARABAYA;AJOYANI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;535;528;519;495;492;499;472;473;474;473;;451
210303;PUNO;CARABAYA;AYAPATA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2367;2350;2271;2249;2080;1900;1798;1833;1771;1831;;1700
210304;PUNO;CARABAYA;COASA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2272;2322;2581;2320;2437;1995;1897;1822;1795;1756;;1644
210305;PUNO;CARABAYA;CORANI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1283;1327;1241;1271;1298;1290;1227;1253;1274;1264;;1135
210306;PUNO;CARABAYA;CRUCERO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3201;3149;3233;3244;3236;3228;3108;3089;3057;3022;;3205
210307;PUNO;CARABAYA;ITUATA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1686;1675;1639;1622;1591;1589;1529;1507;1450;1428;;1368
210301;PUNO;CARABAYA;MACUSANI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;5622;5934;5769;5726;5718;5702;5512;5566;5458;5434;;5450
210308;PUNO;CARABAYA;OLLACHEA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1846;1804;1813;1857;1995;2043;2084;2130;2225;2312;;2654
210309;PUNO;CARABAYA;SAN GABAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1183;1266;1260;1400;1552;1567;1760;2066;1963;2080;;2182
210310;PUNO;CARABAYA;USICAYOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1223;1240;1170;1179;1118;1127;1072;1007;990;964;;923
210402;PUNO;CHUCUITO;DESAGUADERO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4089;4230;4035;4193;4243;4300;4167;4277;4255;4268;;4323
210403;PUNO;CHUCUITO;HUACULLANI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1392;1391;1265;1229;1133;1143;1175;1179;1242;1248;;1193
